title,price,img-src,link_produkt-href,chipset,ram,dlugosc,taktowanie,part_number
Lenovo RTX A1000 8GB GDDR6,"1 985,10 zł",https://images.morele.net/i256/14425033_1_i256.jpg,https://www.morele.net/karta-graficzna-lenovo-rtx-a1000-8gb-gddr6-4x61q73041-14425033/,RTX A1000,163 mm,163 mm,1462 MHz,4X61Q73041
Palit GeForce RTX 5060 Ti Dual 8GB GDDR7 DLSS4,"1 973,93 zł",https://images.morele.net/i256/14848083_0_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-5060-ti-dual-8gb-gddr7-dlss4-ne7506t019p1-gb2062d-14848083/,GeForce RTX 5060 Ti,262 mm,262 mm,2573 MHz,NE7506T019P1-GB2062D
NVIDIA RTX A1000 8GB GDDR6,"1 695,71 zł",https://images.morele.net/i256/13809501_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-rtx-a1000-8gb-gddr6-900-5g172-2280-000-13809501/,RTX A1000,163 mm,163 mm,1462 MHz,900-5G172-2280-000
XFX Speedster SWFT 210 Radeon RX 7700 XT Core 12GB GDDR6,"1 937,16 zł",https://images.morele.net/i256/13918671_0_i256.jpg,https://www.morele.net/karta-graficzna-xfx-speedster-swft-210-radeon-rx-7700-xt-core-12gb-gddr6-rx-77tswftfp-13918671/,Radeon RX 7700 XT,283 mm,283 mm,2544 MHz,RX-77TSWFTFP
"INNO3D GeForce RTX 5060 Ti Twin X2 OC, 8192 MB GDDR7","1 909,92 zł",https://images.morele.net/i256/14863857_0_i256.jpg,https://www.morele.net/inno3d-geforce-rtx-5060-ti-twin-x2-oc-8192-mb-gddr7-14863857/,,8 GB,8 GB,,
AMD Radeon PRO W7500 8GB GDDR6,"1 906,57 zł",https://images.morele.net/i256/13114729_0_i256.jpg,https://www.morele.net/karta-graficzna-amd-radeon-pro-w7500-8gb-gddr6-100-300000078-13114729/,Radeon Pro W7500,216 mm,216 mm,1700 MHz,100-300000078
Inno3D GeForce RTX 4060 Ti Twin X2 8GB GDDR6,"1 885,23 zł",https://images.morele.net/i256/12921355_1_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-4060-ti-twin-x2-8gb-gddr6-n406t2-08d6-171153n-12921355/,GeForce RTX 4060 Ti,250 mm,250 mm,2535 MHz,N406T2-08D6-171153N
Asus Quadro T1000 8GB GDDR6,"1 875,27 zł",https://images.morele.net/i256/11813499_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-quadro-t1000-8gb-gddr6-90skc000-m6wan0-11813499/,Quadro T1000,Brak danych,Brak danych,1395 MHz,90SKC000-M6WAN0
Acer Nitro Radeon RX 7600 XT OC 16GB GDDR6,"1 874,66 zł",https://images.morele.net/i256/13343818_0_i256.jpg,https://www.morele.net/karta-graficzna-acer-nitro-radeon-rx-7600-xt-oc-16gb-gddr6-dp-z3lww-p02-13343818/,Radeon RX 7600 XT,267 mm,267 mm,2810 MHz,DP.Z3LWW.P02
"INNO3D GeForce RTX 5060 Ti Twin X2, 8192 MB GDDR7","1 874,34 zł",https://images.morele.net/i256/14863876_0_i256.jpg,https://www.morele.net/inno3d-geforce-rtx-5060-ti-twin-x2-8192-mb-gddr7-14863876/,,8 GB,8 GB,,
HP Quadro T1000 4GB GDDR6,"1 853,99 zł",https://images.morele.net/i256/8851353_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-quadro-t1000-4gb-gddr6-20x22aa-8851353/,Quadro T1000,156 mm,156 mm,1395 MHz,20X22AA
Biostar GeForce RTX 3070 8GB GDDR6,"1 830,35 zł",https://images.morele.net/i256/12812968_0_i256.jpg,https://www.morele.net/karta-graficzna-biostar-geforce-rtx-3070-8gb-gddr6-vn3706rm82-12812968/,GeForce RTX 3070,270 mm,270 mm,1725 MHz,VN3706RM82
HP RTX A1000 8GB GDDR6,"1 795,90 zł",https://images.morele.net/i256/14406684_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-rtx-a1000-8gb-gddr6-900-5g172-2580-000-14406684/,RTX A1000,163 mm,163 mm,1462 MHz,900-5G172-2580-000
HP Arc Pro A40 6GB GDDR6,"1 790,95 zł",https://images.morele.net/i256/13811055_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-arc-pro-a40-6gb-gddr6-6e3y8aa-13811055/,Arc Pro A40,Brak danych,Brak danych,1700 MHz,6E3Y8AA
NVIDIA Quadro T1000 8GB GDDR6,"1 768,99 zł",https://images.morele.net/i256/13176881_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-quadro-t1000-8gb-gddr6-900-5g172-2570-000-13176881/,Quadro T1000,156 mm,156 mm,1395 MHz,900-5G172-2570-000
NVIDIA Quadro T1000 8GB GDDR6,"1 524,39 zł",https://images.morele.net/i256/14069038_0_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-quadro-t1000-8gb-gddr6-900-5g172-2270-000-14069038/,Quadro T1000,156 mm,156 mm,1395 MHz,900-5G172-2270-000
PNY Quadro T1000 4GB GDDR6,"1 718,27 zł",https://images.morele.net/i256/8507458_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-quadro-t1000-4gb-gddr6-vcnt1000-pb-8507458/,,,,,VCNT1000-PB
PNY Quadro T1000 4GB GDDR6,"1 717,84 zł",https://images.morele.net/i256/8548261_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-quadro-t1000-4gb-gddr6-vcnt1000-sb-8548261/,,,,,VCNT1000-SB
Matrox M9120 Plus 512MB DDR2,"1 717,61 zł",https://images.morele.net/i256/811403_1_i256.jpg,https://www.morele.net/karta-graficzna-matrox-m9120-plus-512mb-ddr2-m9120-e512lau1f-811403/,M9120,168 mm,168 mm,Brak danych,M9120-E512LAU1F
NVIDIA Quadro T1000 8GB GDDR6,"1 672,63 zł",https://images.morele.net/i256/13133364_1_i256.jpg,https://www.morele.net/karta-graficzna-nvidia-quadro-t1000-8gb-gddr6-900-5g172-2270-000-13133364/,Quadro T1000,156 mm,156 mm,1395 MHz,900-5G172-2270-000
Dell Quadro P1000 4GB GDDR5,"1 667,57 zł",https://images.morele.net/i256/6450528_0_i256.jpg,https://www.morele.net/karta-graficzna-dell-quadro-p1000-4gb-gddr5-490-bdxn-6450528/,Quadro P1000,145 mm,145 mm,1455 MHz,490-BDXN
Intel Arc Pro A60 12 GB GDDR6,"1 670,75 zł",https://images.morele.net/i256/14210123_0_i256.jpg,https://www.morele.net/karta-graficzna-intel-arc-pro-a60-12-gb-gddr6-23p04e00ba-14210123/,Arc Pro A60,242 mm,242 mm,2050 MHz,23P04E00BA
HP Radeon RX 6300 2GB GDDR6,"1 611,40 zł",https://images.morele.net/i256/14386326_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-radeon-rx-6300-2gb-gddr6-803s9aa-14386326/,Radeon RX 6300,Brak danych,Brak danych,2040 MHz,803S9AA
Acer Nitro Arc B580 OC 12GB GDDR6,"1 505,95 zł",https://images.morele.net/i256/14499178_9_i256.jpg,https://www.morele.net/karta-graficzna-acer-nitro-arc-b580-oc-12gb-gddr6-dp-z4bww-p01-14499178/,Arc B580,268 mm,268 mm,2740 MHz,DP.Z4BWW.P01
Asus TUF GeForce GTX 1660 Ti Gaming Evo 6GB GDDR6,1 500 zł,https://images.morele.net/i256/9471880_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-geforce-gtx-1660-ti-gaming-evo-6gb-gddr6-tuf-gtx1660ti-6g-evo-gaming-9471880/,GeForce GTX 1660 Ti,206 mm,206 mm,1800 MHz,TUF-GTX1660TI-6G-EVO-GAMING
Asus TUF GeForce GTX 1660 SUPER Gaming 6GB GDDR6,1 499 zł,https://images.morele.net/i256/6446021_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-geforce-gtx-1660-super-gaming-6gb-gddr6-tuf-gtx1660s-6g-gaming-6446021/,,,,,TUF-GTX1660S-6G-GAMING
Asus Dual GeForce RTX 4060 EVO OC White 8GB GDDR6 DUAL-RTX4060-O8G-EVO-WHITE),"1 488,72 zł",https://images.morele.net/i256/14119121_11_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-rtx-4060-evo-oc-white-8gb-gddr6-dual-rtx4060-o8g-evo-white-14119121/,,,,,
Intel Arc Pro A50 LP 6GB GDDR6 PCIe 4.0 x16 aktiv 23P6PC00BA Bulk,"1 428,76 zł",https://images.morele.net/i256/14828104_0_i256.jpg,https://www.morele.net/intel-arc-pro-a50-lp-6gb-gddr6-pcie-4-0-x16-aktiv-23p6pc00ba-bulk-14828104/,,,,,
Zotac Gaming GeForce RTX 4060 Twin Edge 8GB GDDR6,"1 410,67 zł",https://images.morele.net/i256/13123478_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-gaming-geforce-rtx-4060-twin-edge-8gb-gddr6-zt-d40600e-10m-13123478/,,,,,ZT-D40600E-10M
Sparkle Arc A770 ROC Black 16GB GDDR6,"1 410,64 zł",https://images.morele.net/i256/13273511_1_i256.jpg,https://www.morele.net/karta-graficzna-sparkle-arc-a770-roc-black-16gb-gddr6-sa770r-16goc-13273511/,,,,,SA770R-16GOC
Sparkle Arc A770 ROC Luna White 16GB GDDR6,"1 397,90 zł",https://images.morele.net/i256/13273510_1_i256.jpg,https://www.morele.net/karta-graficzna-sparkle-arc-a770-roc-luna-white-16gb-gddr6-sa770r-16goc-13273510/,,,,,SA770R-16GOC
ASRock Arc B580 Steel Legend OC 12GB GDDR6,"1 394,68 zł",https://images.morele.net/i256/14450504_3_i256.jpg,https://www.morele.net/karta-graficzna-asrock-arc-b580-steel-legend-oc-12gb-gddr6-b580-sl-12go-14450504/,Arc B580,298 mm,298 mm,2800 MHz,B580 SL 12GO
Asus Dual GeForce RTX 4060 V2 OC 8GB GDDR6 Bulk,1 389 zł,https://images.morele.net/i256/13173147_13_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-rtx-4060-v2-oc-8gb-gddr6-bulk-dual-rtx4060-o8g-v2-13173147/,GeForce RTX 4060,202 mm,202 mm,2535 MHz,DUAL-RTX4060-O8G-V2
Karta graf. Asrock Intel ARC A770 CL SE 16GO,1 349 zł,https://images.morele.net/i256/14827992_0_i256.jpg,https://www.morele.net/karta-graf-asrock-intel-arc-a770-cl-se-16go-14827992/,,16 GB,16 GB,,
Karta graf. SPARKLE Intel Arc B580 GUARDIAN 12G,"1 731,41 zł",https://images.morele.net/i256/14748292_0_i256.jpg,https://www.morele.net/karta-graf-sparkle-intel-arc-b580-guardian-12g-14748292/,,,,,
Gainward GeForce RTX 4060 Pegasus 8GB GDDR6,"1 337,48 zł",https://images.morele.net/i256/12960738_0_i256.jpg,https://www.morele.net/karta-graficzna-gainward-geforce-rtx-4060-pegasus-8gb-gddr6-471056224-4083-12960738/,GeForce RTX 4060,170 mm,170 mm,2460 MHz,471056224-4083
Sparkle Arc B580 Titan Luna OC 12GB GDDR6,"1 328,99 zł",https://images.morele.net/i256/14748293_0_i256.jpg,https://www.morele.net/karta-graficzna-sparkle-arc-b580-titan-luna-oc-12gb-gddr6-sb580tw-12goc-14748293/,Arc B580,315 mm,315 mm,2740 MHz,SB580TW-12GOC
Asus Phoenix GeForce RTX 3050 8GB GDDR6,1 299 zł,https://images.morele.net/i256/9906764_9_i256.jpg,https://www.morele.net/karta-graficzna-asus-phoenix-geforce-rtx-3050-8gb-gddr6-ph-rtx3050-8g-9906764/,GeForce RTX 3050,177 mm,177 mm,1807 MHz,PH-RTX3050-8G
Gigabyte GeForce RTX 4060 D6 8GB GDDR6,"1 296,44 zł",https://images.morele.net/i256/13127318_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4060-d6-8gb-gddr6-gv-n4060d6-8gd-13127318/,GeForce RTX 4060,170 mm,170 mm,2460 MHz,GV-N4060D6-8GD
Intel Arc B580 Limited Edition 12GB GDDR6,1 289 zł,https://images.morele.net/i256/14487348_3_i256.jpg,https://www.morele.net/karta-graficzna-intel-arc-b580-limited-edition-12gb-gddr6-31p06hb0ba-14487348/,Arc B580,272 mm,272 mm,2670 MHz,31P06HB0BA
AFOX Radeon RX 570 8GB GDDR5,"1 250,25 zł",https://images.morele.net/i256/6535582_0_i256.jpg,https://www.morele.net/karta-graficzna-afox-radeon-rx-570-8gb-gddr5-afrx570-8192d5h5-6535582/,Radeon RX 570,Brak danych,Brak danych,1255 MHz,AFRX570-8192D5H5
Acer Nitro Intel Arc B570 OC Arc B570 10 GB GDDR6,"1 226,49 zł",https://images.morele.net/i256/14499174_0_i256.jpg,https://www.morele.net/acer-nitro-intel-arc-b570-oc-arc-b570-10-gb-gddr6-14499174/,,10 GB,10 GB,,
Karta graf. SPARKLE Intel Arc B570 GUARDIAN Luna OC,"1 115,83 zł",https://images.morele.net/i256/14774438_0_i256.jpg,https://www.morele.net/karta-graf-sparkle-intel-arc-b570-guardian-luna-oc-14774438/,,,,,
HP NVIDIA Quadro RTX A400 4GB GDDR6 4x mini-DisplayPort GPU 2D CAD Graphics Video Card for HP Workstations - 50W low-profile single-slot,"1 123,92 zł",https://images.morele.net/i256/14415859_0_i256.jpg,https://www.morele.net/karta-graficzna-hp-nvidia-quadro-rtx-a400-4gb-gddr6-4x-mini-displayport-gpu-2d-cad-graphics-video-card-for-hp-workstations-50w-low-profile-single-slot-14415859/,,,,,
Nvidia T400 4 Gb Gddr6,"1 074,29 zł",https://images.morele.net/i256/14739261_0_i256.jpg,https://www.morele.net/nvidia-t400-4-gb-gddr6-14739261/,,4 GB,4 GB,,
Zotac Gaming GeForce RTX 3050 Eco 8GB GDDR6,"1 060,99 zł",https://images.morele.net/i256/13120002_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-gaming-geforce-rtx-3050-eco-8gb-gddr6-zt-a30500k-10m-13120002/,GeForce RTX 3050,222 mm,222 mm,1777 MHz,ZT-A30500K-10M
Sparkle Arc B570 Guardian OC 10GB GDDR6,"1 050,88 zł",https://images.morele.net/i256/14492974_3_i256.jpg,https://www.morele.net/karta-graficzna-sparkle-arc-b570-guardian-oc-10gb-gddr6-sb570g-10goc-14492974/,Arc B570,242 mm,242 mm,2660 MHz,SB570G-10GOC
Asrock A750 CL SE 8GO Intel Arc A750 8 GB GDDR6,"1 043,99 zł",https://images.morele.net/i256/14644909_0_i256.jpg,https://www.morele.net/asrock-a750-cl-se-8go-intel-arc-a750-8-gb-gddr6-14644909/,,8 GB,8 GB,,
Inno3D GeForce RTX 3050 Twin X2 OC 8GB GDDR6,"1 039,83 zł",https://images.morele.net/i256/13127675_2_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-3050-twin-x2-oc-8gb-gddr6-n30502-08d6x-1711va41-13127675/,,,,,N30502-08D6X-1711VA41
Sparkle Arc A750 ROC OC 8GB GDDR6,"1 033,67 zł",https://images.morele.net/i256/13843160_0_i256.jpg,https://www.morele.net/karta-graficzna-sparkle-arc-a750-roc-oc-8gb-gddr6-sa750r-8goc-13843160/,,,,,SA750R-8GOC
XFX Radeon RX 5700 XT Triple Dissipation 8GB GDDR6 256-bit,"1 024,90 zł",https://images.morele.net/i256/14963573_0_i256.jpg,https://www.morele.net/karta-graficzna-xfx-radeon-rx-5700-xt-triple-dissipation-8gb-gddr6-256-bit-rx-57xt83ld8-14963573/,,8 GB,8 GB,,RX-57XT83LD8
Dell Quadro P400 2GB GDDR5,"1 020,74 zł",https://images.morele.net/i256/7173774_3_i256.jpg,https://www.morele.net/karta-graficzna-dell-quadro-p400-2gb-gddr5-490-bdzy-7173774/,Quadro P400,145 mm,145 mm,1170 MHz,490-BDZY
Sparkle Arc A750 ROC Luna OC 8GB GDDR6,"1 018,99 zł",https://images.morele.net/i256/13797779_0_i256.jpg,https://www.morele.net/karta-graficzna-sparkle-arc-a750-roc-luna-oc-8gb-gddr6-sa750rw-8go-13797779/,,,,,SA750RW-8GO
VGA Man GeForce RTX 3050 8GB Nebula Single,"1 012,18 zł",https://images.morele.net/i256/14917299_0_i256.jpg,https://www.morele.net/vga-man-geforce-rtx-3050-8gb-nebula-single-14917299/,,,,,
Zotac Gaming GeForce RTX 3050 Eco Solo 8GB GDDR6,"964,98 zł",https://images.morele.net/i256/13128216_1_i256.jpg,https://www.morele.net/karta-graficzna-zotac-gaming-geforce-rtx-3050-eco-solo-8gb-gddr6-zt-a30500r-10l-13128216/,GeForce RTX 3050,151 mm,151 mm,1777 MHz,ZT-A30500R-10L
Biostar GeForce GTX 1660 SUPER 6GB GDDR6,"928,39 zł",https://images.morele.net/i256/12288422_0_i256.jpg,https://www.morele.net/karta-graficzna-biostar-geforce-gtx-1660-super-6gb-gddr6-vn1666sf69-12288422/,GeForce GTX 1660 Super,Brak danych,Brak danych,1785 MHz,VN1666SF69
PNY RTX A400 4GB GDDR6,"923,83 zł",https://images.morele.net/i256/13267521_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-a400-4gb-gddr6-vcnrtxa400-pb-13267521/,,,,,VCNRTXA400-PB
Zotac Gaming GeForce RTX 3050 Solo 6GB GDDR6,"922,17 zł",https://images.morele.net/i256/13178619_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-gaming-geforce-rtx-3050-solo-6gb-gddr6-zt-a30510g-10l-13178619/,GeForce RTX 3050,151 mm,151 mm,1470 MHz,ZT-A30510G-10L
Power Color Radeon RX 6500 XT 4GB GDDR6,"914,05 zł",https://images.morele.net/i256/9681343_0_i256.jpg,https://www.morele.net/karta-graficzna-power-color-radeon-rx-6500-xt-4gb-gddr6-axrx-6500xt-4gbd6-dh-9681343/,Radeon RX 6500 XT,165 mm,165 mm,Brak danych,AXRX 6500XT 4GBD6-DH
PNY RTX A400 Power Limited 4GB GDDR6,"912,52 zł",https://images.morele.net/i256/14454563_1_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-a400-power-limited-4gb-gddr6-vcnrtxa400-pl-14454563/,RTX A400,163 mm,163 mm,1762 MHz,VCNRTXA400-PL
VGA Man GeForce RTX 3050 6GB Nebula Twin V2,"895,96 zł",https://images.morele.net/i256/14917300_0_i256.jpg,https://www.morele.net/vga-man-geforce-rtx-3050-6gb-nebula-twin-low-profile-v2-14917300/,,,,,Low Profile
Sparkle Arc A580 Orc OC Edition 8GB GDDR6,"1 124,84 zł",https://images.morele.net/i256/13174202_0_i256.jpg,https://www.morele.net/karta-graficzna-sparkle-arc-a580-orc-oc-edition-8gb-gddr6-sa580c-8goc-13174202/,Arc A580,222 mm,222 mm,2000 MHz,SA580C-8GOC
BIOSTAR GeForce RTX 3050 6GB,"884,92 zł",https://images.morele.net/i256/14524522_0_i256.jpg,https://www.morele.net/karta-graficzna-biostar-geforce-rtx-3050-6gb-14524522/,,,,,
Lenovo Quadro T400 4GB GDDR6,"877,33 zł",https://images.morele.net/i256/13118027_0_i256.jpg,https://www.morele.net/karta-graficzna-lenovo-quadro-t400-4gb-gddr6-4x61j52234-13118027/,Quadro T400,156 mm,156 mm,1425 MHz,4X61J52234
Sparkle Arc A750 Orc OC Edition 8GB GDDR6,"891,71 zł",https://images.morele.net/i256/13120081_0_i256.jpg,https://www.morele.net/karta-graficzna-sparkle-arc-a750-orc-oc-edition-8gb-gddr6-sa750c-8goc-13120081/,Arc A750,222 mm,222 mm,2200 MHz,SA750C-8GOC
Asus GeForce RTX 3050 OC 6GB GDDR6,"852,99 zł",https://images.morele.net/i256/13192155_6_i256.jpg,https://www.morele.net/karta-graficzna-asus-geforce-rtx-3050-oc-6gb-gddr6-rtx3050-o6g-lp-brk-13192155/,GeForce RTX 3050,182 mm,182 mm,1537 MHz,RTX3050-O6G-LP-BRK
