title,price,img-src,link_produkt-href,chipset,ram,dlugosc,taktowanie,part_number
Power Color Hellhound Radeon RX 7900 XT 20GB GDDR6,"3 208,84 zł",https://images.morele.net/i256/13098760_0_i256.jpg,https://www.morele.net/karta-graficzna-power-color-hellhound-radeon-rx-7900-xt-20gb-gddr6-rx-7900-xt-20g-l-oc-13098760/,Radeon RX 7900 XT,320 mm,320 mm,2500 MHz,RX 7900 XT 20G-L/OC
Inno3D GeForce RTX 4060 Twin X2 8GB GDDR6,"1 397,90 zł",https://images.morele.net/i256/13113172_0_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-4060-twin-x2-8gb-gddr6-n40602-08d6-173051n-13113172/,,,,,N40602-08D6-173051N
XFX Speedster QICK 308 Radeon RX 7600 8GB GDDR6,"1 252,93 zł",https://images.morele.net/i256/12967120_0_i256.jpg,https://www.morele.net/karta-graficzna-xfx-speedster-qick-308-radeon-rx-7600-8gb-gddr6-rx-76pqickby-12967120/,Radeon RX 7600,274 mm,274 mm,2755 MHz,RX-76PQICKBY
Gigabyte GeForce RTX 5070 Ti Aero OC 16GB GDDR7,4 599 zł,https://images.morele.net/i256/14485810_9_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-5070-ti-aero-oc-16gb-gddr7-gv-n507taero-oc-16gd-14485810/,GeForce RTX 5070 Ti,340 mm,340 mm,2588 MHz,GV-N507TAERO OC-16GD
Zotac Gaming GeForce RTX 4070 Ti Trinity OC 12GB GDDR6X,,https://images.morele.net/i256/12481736_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-gaming-geforce-rtx-4070-ti-trinity-oc-12gb-gddr6x-zt-d40710j-10p-12481736/,GeForce RTX 4070 Ti,307 mm,307 mm,2625 MHz,ZT-D40710J-10P
Zotac Gaming GeForce RTX 4070 SUPER Twin Edge 12GB GDDR6X,"3 129,26 zł",https://images.morele.net/i256/13166616_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-gaming-geforce-rtx-4070-super-twin-edge-12gb-gddr6x-zt-d40720e-10m-13166616/,GeForce RTX 4070 Super,234 mm,234 mm,2475 MHz,ZT-D40720E-10M
Asus TUF GeForce GTX 1660 SUPER Gaming OC 6GB GDDR6,1 500 zł,https://images.morele.net/i256/6470553_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-geforce-gtx-1660-super-gaming-oc-6gb-gddr6-90yv0dt2-m0na00-6470553/,,,,,90YV0DT2-M0NA00
AMD Radeon Pro WX 3200 4GB GDDR5,"609,54 zł",https://images.morele.net/i256/6660027_0_i256.jpg,https://www.morele.net/karta-graficzna-amd-radeon-pro-wx-3200-4gb-gddr5-100-506115-6660027/,Radeon Pro WX 3200,168 mm,168 mm,Nie dotyczy,100-506115
Gigabyte Radeon RX 6500 XT Eagle 4GB GDDR6,"626,84 zł",https://images.morele.net/i256/9681338_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-radeon-rx-6500-xt-eagle-4gb-gddr6-gv-r65xteagle-4gd-9681338/,Radeon RX 6500 XT,192 mm,192 mm,Brak danych,GV-R65XTEAGLE-4GD
Gigabyte GeForce RTX 5070 Ti Gaming OC 16GB GDDR7,4 399 zł,https://images.morele.net/i256/14485809_11_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-5070-ti-gaming-oc-16gb-gddr7-gv-n507tgaming-oc-16gd-14485809/,GeForce RTX 5070 Ti,342 mm,342 mm,2588 MHz,GV-N507TGAMING OC-16GD
PNY GeForce RTX 4060 Ti XLR8 Gaming Verto OC Dual Fan 8GB GDDR6,1 849 zł,https://images.morele.net/i256/13131189_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-4060-ti-xlr8-gaming-verto-oc-dual-fan-8gb-gddr6-vcg4060t8dfxpb1-o-13131189/,GeForce RTX 4060 Ti,245 mm,245 mm,2550 MHz,VCG4060T8DFXPB1-O
Sapphire Pulse Radeon RX 7600 XT OC 16GB GDDR6,1 609 zł,https://images.morele.net/i256/13173835_4_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-pulse-radeon-rx-7600-xt-oc-16gb-gddr6-11339-04-20g-13173835/,Radeon RX 7600 XT,250 mm,250 mm,2755 MHz,11339-04-20G
PNY GeForce RTX 3050 XLR8 Gaming Revel Epic-X 8GB GDDR6,1 559 zł,https://images.morele.net/i256/9865542_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-3050-xlr8-gaming-revel-epic-x-8gb-gddr6-vcg30508dfxppb-9865542/,GeForce RTX 3050,247 mm,247 mm,1777 MHz,VCG30508DFXPPB
Intel Arc A750 Limited Edition 8GB GDDR6,"1 133,67 zł",https://images.morele.net/i256/12241383_3_i256.jpg,https://www.morele.net/karta-graficzna-intel-arc-a750-limited-edition-8gb-gddr6-21p02j00ba-12241383/,Arc A750,Brak danych,Brak danych,Brak danych,21P02J00BA
Palit GeForce RTX 3050 StormX 8GB GDDR6,829 zł,https://images.morele.net/i256/12510464_3_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-3050-stormx-8gb-gddr6-ne63050018p1-1070f-12510464/,GeForce RTX 3050,162 mm,162 mm,1777 MHz,NE63050018P1-1070F
Biostar Radeon RX 550 4GB GDDR5,"384,72 zł",https://images.morele.net/i256/5949843_0_i256.jpg,https://www.morele.net/karta-graficzna-biostar-radeon-rx-550-4gb-gddr5-va5505rf41-sbhra-bs2-5949843/,Radeon RX 550,Brak danych,Brak danych,1183 MHz,VA5505RF41-SBHRA-BS2
Biostar GeForce GT 210 1GB DDR3,"158,83 zł",https://images.morele.net/i256/8408286_0_i256.jpg,https://www.morele.net/karta-graficzna-biostar-geforce-gt-210-1gb-ddr3-vn2103nhg6-tbarl-bs2-8408286/,GeForce GT 210,Brak danych,Brak danych,Brak danych,VN2103NHG6-TBARL-BS2
Gigabyte Radeon RX 9070 XT Gaming OC 16GB GDDR6,3 659 zł,https://images.morele.net/i256/14731777_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-radeon-rx-9070-xt-gaming-oc-16gb-gddr6-gv-r9070xtgaming-oc-16gd-14731777/,Radeon RX 9070 XT,288 mm,288 mm,Brak danych,GV-R9070XTGAMING OC-16GD
Gigabyte GeForce RTX 4070 Windforce 2X OC V2 12GB GDDR6,"2 676,39 zł",https://images.morele.net/i256/14118169_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4070-windforce-2x-oc-v2-12gb-gddr6-gv-n4070wf2ocv2-12gd-14118169/,GeForce RTX 4070,201 mm,201 mm,2490 MHz,GV-N4070WF2OCV2-12GD
Asus Dual Radeon RX 6600 XT OC 8GB GDDR6,2 439 zł,https://images.morele.net/i256/8852738_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-radeon-rx-6600-xt-oc-8gb-gddr6-dual-rx6600xt-o8g-8852738/,Radeon RX 6600 XT,243 mm,243 mm,2607 MHz,DUAL-RX6600XT-O8G
ASRock Radeon RX 7600 Challenger OC 8GB GDDR6,"1 110,86 zł",https://images.morele.net/i256/12899796_0_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-7600-challenger-oc-8gb-gddr6-rx-7600-cl-8go-12899796/,Radeon RX 7600,270 mm,270 mm,2695 MHz,RX 7600 CL 8GO
Sapphire Pulse Radeon RX 7900 XTX 24GB GDDR6,"4 780,35 zł",https://images.morele.net/i256/12801358_1_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-pulse-radeon-rx-7900-xtx-24gb-gddr6-11322-02-20g-12801358/,Radeon RX 7900 XTX,313 mm,313 mm,2525 MHz,11322-02-20G
Asus Dual GeForce GTX 1650 OC 4GB GDDR5,1 399 zł,https://images.morele.net/i256/5887886_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-gtx-1650-oc-4gb-gddr5-dual-gtx1650-o4g-5887886/,GeForce GTX 1650,190 mm,190 mm,1755 MHz,DUAL-GTX1650-O4G
Power Color Radeon RX 7900 XTX Hellhound 24GB GDDR6,"4 010,99 zł",https://images.morele.net/i256/12629158_0_i256.jpg,https://www.morele.net/karta-graficzna-power-color-radeon-rx-7900-xtx-hellhound-24gb-gddr6-rx-7900-xtx-24g-l-oc-12629158/,Radeon RX 7900 XTX,320 mm,320 mm,2525 MHz,RX 7900 XTX 24G-L/OC
XFX Speedster MERC 310 Radeon RX 7900 GRE 16GB GDDR6,"2 963,99 zł",https://images.morele.net/i256/13180389_0_i256.jpg,https://www.morele.net/karta-graficzna-xfx-speedster-merc-310-radeon-rx-7900-gre-16gb-gddr6-rx-79gmercb9-13180389/,Radeon RX 7900 GRE,335 mm,335 mm,2395 MHz,RX-79GMERCB9
Power Color Red Devil Radeon RX 7800 XT 16GB GDDR6,"2 506,34 zł",https://images.morele.net/i256/13095050_0_i256.jpg,https://www.morele.net/karta-graficzna-power-color-red-devil-radeon-rx-7800-xt-16gb-gddr6-rx-7800-xt-16g-e-oc-13095050/,Radeon RX 7800 XT,345 mm,345 mm,2425 MHz,RX 7800 XT 16G-E/OC
Zotac GeForce RTX 3060 Twin Edge 12GB GDDR6,"1 821,35 zł",https://images.morele.net/i256/7951871_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-geforce-rtx-3060-twin-edge-12gb-gddr6-zt-a30600e-10m-7951871/,GeForce RTX 3060,224 mm,224 mm,1777 MHz,ZT-A30600E-10M
Asus Dual GeForce GTX 1660 SUPER Evo OC 6GB GDDR6,1 499 zł,https://images.morele.net/i256/6317629_7_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-gtx-1660-super-evo-oc-6gb-gddr6-dual-gtx1660s-o6g-evo-6317629/,GeForce GTX 1660 Super,242 mm,242 mm,1860 MHz,DUAL-GTX1660S-O6G-EVO
XFX Speedster MERC 319 Radeon RX 6950 XT 16GB GDDR6,,https://images.morele.net/i256/12706402_0_i256.jpg,https://www.morele.net/karta-graficzna-xfx-speedster-merc-319-radeon-rx-6950-xt-16gb-gddr6-rx-695xatbd9-12706402/,Radeon RX 6950 XT,340 mm,340 mm,2368 MHz,RX-695XATBD9
Gigabyte Radeon RX 7900 XT Gaming OC 20GB GDDR6,"3 187,53 zł",https://images.morele.net/i256/12456937_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-radeon-rx-7900-xt-gaming-oc-20gb-gddr6-gv-r79xtgaming-oc-20gd-12456937/,Radeon RX 7900 XT,331 mm,331 mm,2535 MHz,GV-R79XTGAMING OC-20GD
Asus TUF GeForce GTX 1660 Ti Evo Top Gaming 6GB GDDR6,1 400 zł,https://images.morele.net/i256/5949275_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-geforce-gtx-1660-ti-evo-top-gaming-6gb-gddr6-tuf-gtx1660ti-t6g-evo-gaming-5949275/,GeForce GTX 1660 Ti,205 mm,205 mm,1845 MHz,TUF-GTX1660TI-T6G-EVO-GAMING
XFX Speedster SWFT 210 Radeon RX 7600 8GB GDDR6,"1 171,69 zł",https://images.morele.net/i256/12967121_0_i256.jpg,https://www.morele.net/karta-graficzna-xfx-speedster-swft-210-radeon-rx-7600-8gb-gddr6-rx-76pswftfy-12967121/,Radeon RX 7600,241 mm,241 mm,2655 MHz,RX-76PSWFTFY
Palit GeForce RTX 3050 Dual 8GB GDDR6,"2 002,17 zł",https://images.morele.net/i256/9710310_0_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-3050-dual-8gb-gddr6-ne63050019p1-190ad-9710310/,GeForce RTX 3050,245 mm,245 mm,Brak danych,NE63050019P1-190AD
Gigabyte GeForce GT 1030 Low Profile D4 2GB DDR4,"347,68 zł",https://images.morele.net/i256/4107408_3_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-gt-1030-low-profile-d4-2gb-ddr4-gv-n1030d4-2gl-4107408/,GeForce GT 1030,150 mm,150 mm,1417 MHz,GV-N1030D4-2GL
Sapphire Pure Radeon RX 7700 XT 12GB GDDR6,"1 866,37 zł",https://images.morele.net/i256/13119843_0_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-pure-radeon-rx-7700-xt-12gb-gddr6-11335-03-20g-13119843/,Radeon RX 7700 XT,320 mm,320 mm,2584 MHz,11335-03-20G
MSI Radeon RX 6500 XT Mech X2 OC 4GB GDDR6,,https://images.morele.net/i256/9681344_0_i256.jpg,https://www.morele.net/karta-graficzna-msi-radeon-rx-6500-xt-mech-x2-oc-4gb-gddr6-rx-6500-xt-mech-2x-4g-oc-9681344/,Radeon RX 6500 XT,201 mm,201 mm,Brak danych,RX 6500 XT MECH 2X 4G OC
AFOX Geforce GT 210 1GB DDR2,184 zł,https://images.morele.net/i256/6747499_4_i256.jpg,https://www.morele.net/karta-graficzna-afox-geforce-gt-210-1gb-ddr2-af210-1024d2lg2-6747499/,GeForce GT 210,Brak danych,Brak danych,Brak danych,AF210-1024D2LG2
Sapphire Nitro+ Radeon RX 7700 XT 12GB GDDR6,2 099 zł,https://images.morele.net/i256/13122438_0_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-nitro-radeon-rx-7700-xt-12gb-gddr6-11335-02-20g-13122438/,Radeon RX 7700 XT,320 mm,320 mm,2599 MHz,11335-02-20G
PNY GeForce RTX 4060 XLR8 Gaming Verto Epic-X RGB OC 8GB GDDR6,"1 779,88 zł",https://images.morele.net/i256/13120685_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-geforce-rtx-4060-xlr8-gaming-verto-epic-x-rgb-oc-8gb-gddr6-vcg40608tfxxpb1-o-13120685/,GeForce RTX 4060,260 mm,260 mm,2505 MHz,VCG40608TFXXPB1-O
Asus TUF GeForce GTX 1660 Ti Gaming Evo OC 6GB GDDR6,1 500 zł,https://images.morele.net/i256/9289668_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-geforce-gtx-1660-ti-gaming-evo-oc-6gb-gddr6-tuf-gtx1660ti-o6g-evo-gaming-9289668/,GeForce GTX 1660 Ti,215 mm,215 mm,1830 MHz,TUF-GTX1660TI-O6G-EVO-GAMING
Zotac GeForce GT 1030 LP 2GB GDDR5,"349,98 zł",https://images.morele.net/i256/1293090_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-geforce-gt-1030-lp-2gb-gddr5-zt-p10300a-10l-1293090/,GeForce GT 1030,172 mm,172 mm,1468 MHz,ZT-P10300A-10L
ASRock Radeon RX 7800 XT Steel Legend OC 16GB GDDR6,"2 387,13 zł",https://images.morele.net/i256/13095052_1_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-7800-xt-steel-legend-oc-16gb-gddr6-rx7800xt-sl-16go-13095052/,Radeon RX 7800 XT,304 mm,304 mm,2520 MHz,RX7800XT SL 16GO
Biostar Radeon RX 560 Gaming OC 4GB GDDR5,"497,28 zł",https://images.morele.net/i256/5946478_0_i256.jpg,https://www.morele.net/karta-graficzna-biostar-radeon-rx-560-gaming-oc-4gb-gddr5-va5615rf41-tbe1a-bs2-5946478/,Radeon RX 560,Brak danych,Brak danych,Brak danych,VA5615RF41-TBE1A-BS2
Zotac GeForce GT 730 Zone 4GB DDR3,"395,47 zł",https://images.morele.net/i256/800628_0_i256.jpeg,https://www.morele.net/karta-graficzna-zotac-geforce-gt-730-zone-4gb-ddr3-zt-71115-20l-800628/,GeForce GT 730,146 mm,146 mm,Nie dotyczy,ZT-71115-20L
Biostar GeForce GT 1030 4GB DDR4,"410,96 zł",https://images.morele.net/i256/7953789_0_i256.jpg,https://www.morele.net/karta-graficzna-biostar-geforce-gt-1030-4gb-ddr4-vn1034tb46-tb1ra-bs2-7953789/,GeForce GT 1030,160 mm,160 mm,Brak danych,VN1034TB46-TB1RA-BS2
XFX Radeon RX 7900 XTX Speedster MERC 310 Black Edition 24GB GDDR6,"4 174,76 zł",https://images.morele.net/i256/12456769_0_i256.jpg,https://www.morele.net/karta-graficzna-xfx-radeon-rx-7900-xtx-speedster-merc-310-black-edition-24gb-gddr6-rx-79xmercb9-12456769/,Radeon RX 7900 XTX,344 mm,344 mm,2615 MHz,RX-79XMERCB9
Inno3D GeForce RTX 3060 Twin X2 12GB GDDR6,"1 556,75 zł",https://images.morele.net/i256/9289659_0_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-3060-twin-x2-12gb-gddr6-n30602-12d6-119032ah-9289659/,GeForce RTX 3060,240 mm,240 mm,1777 MHz,N30602-12D6-119032AH
ASRock Radeon RX 7900 XTX Phantom Gaming OC 24GB GDDR6,"4 099,59 zł",https://images.morele.net/i256/12801361_4_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-7900-xtx-phantom-gaming-oc-24gb-gddr6-rx7900xtx-pg-24go-12801361/,Radeon RX 7900 XTX,330 mm,330 mm,2615 MHz,RX7900XTX PG 24GO
Asus TUF Gaming Radeon RX 7800 XT OC 16GB GDDR6,"2 455,01 zł",https://images.morele.net/i256/13118393_15_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-gaming-radeon-rx-7800-xt-oc-16gb-gddr6-tuf-rx7800xt-o16g-gaming-13118393/,Radeon RX 7800 XT,320 mm,320 mm,2565 MHz,TUF-RX7800XT-O16G-GAMING
Palit GeForce GT 710 2GB DDR3,229 zł,https://images.morele.net/i256/852781_0_i256.jpeg,https://www.morele.net/karta-graficzna-palit-geforce-gt-710-2gb-ddr3-neat7100hd46h-852781/,GeForce GT 710,115 mm,115 mm,Nie dotyczy,NEAT7100HD46H
Asus TUF Gaming GeForce RTX 3070 Ti Gaming OC 8GB GDDR6X,3 499 zł,https://images.morele.net/i256/5948248_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-gaming-geforce-rtx-3070-ti-gaming-oc-8gb-gddr6x-tuf-rtx3070ti-o8g-gaming-5948248/,GeForce RTX 3070 Ti,299 mm,299 mm,1815 MHz,TUF-RTX3070TI-O8G-GAMING
Sapphire Pulse Radeon RX 7800 XT 16GB GDDR6,2 249 zł,https://images.morele.net/i256/13095047_0_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-pulse-radeon-rx-7800-xt-16gb-gddr6-11330-02-20g-13095047/,Radeon RX 7800 XT,280 mm,280 mm,2430 MHz,11330-02-20G
Gigabyte GeForce RTX 3050 Eagle OC 8GB GDDR6,2 097 zł,https://images.morele.net/i256/9710305_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-3050-eagle-oc-8gb-gddr6-gv-n3050eagle-oc-8gd-9710305/,GeForce RTX 3050,214 mm,214 mm,1792 MHz,GV-N3050EAGLE OC-8GD
XFX Radeon RX 6600 Speedster SWFT 210 Core Gaming 8GB GDDR6,"1 049,83 zł",https://images.morele.net/i256/5949667_5_i256.jpg,https://www.morele.net/karta-graficzna-xfx-radeon-rx-6600-speedster-swft-210-core-gaming-8gb-gddr6-rx-66xl8lfdq-5949667/,Radeon RX 6600,241 mm,241 mm,2491 MHz,RX-66XL8LFDQ
Palit GeForce RTX 4070 SUPER Dual 12GB GDDR6X,,https://images.morele.net/i256/13167350_0_i256.jpg,https://www.morele.net/karta-graficzna-palit-geforce-rtx-4070-super-dual-12gb-gddr6x-ned407s019k9-1043d-13167350/,GeForce RTX 4070 Super,269 mm,269 mm,2475 MHz,NED407S019K9-1043D
Sapphire Nitro+ Radeon RX 7900 XTX Vapor-X 24GB GDDR6,"4 398,62 zł",https://images.morele.net/i256/12778756_1_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-nitro-radeon-rx-7900-xtx-vapor-x-24gb-gddr6-11322-01-40g-12778756/,Radeon RX 7900 XTX,320 mm,320 mm,2680 MHz,11322-01-40G
Inno3D GeForce RTX 3060 Twin X2 OC 12GB GDDR6 LHR,"1 365,50 zł",https://images.morele.net/i256/5946320_0_i256.jpg,https://www.morele.net/karta-graficzna-inno3d-geforce-rtx-3060-twin-x2-oc-12gb-gddr6-lhr-n30602-12d6x-11902120h-5946320/,GeForce RTX 3060,240 mm,240 mm,1792 MHz,N30602-12D6X-11902120H
Asus Dual GeForce RTX 2060 OC Evo 6GB GDDR6,2 019 zł,https://images.morele.net/i256/6130161_9_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-rtx-2060-oc-evo-6gb-gddr6-dual-rtx2060-o6g-evo-6130161/,GeForce RTX 2060,242 mm,242 mm,1785 MHz,DUAL-RTX2060-O6G-EVO
Asus TUF Gaming GeForce RTX 3060 Ti Gaming OC V2 8GB GDDR6,2 999 zł,https://images.morele.net/i256/5948249_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-tuf-gaming-geforce-rtx-3060-ti-gaming-oc-v2-8gb-gddr6-tuf-rtx3060ti-o8g-v2-gaming-5948249/,GeForce RTX 3060 Ti,301 mm,301 mm,1785 MHz,TUF-RTX3060TI-O8G-V2-GAMING
Power Color Radeon RX 6600 Fighter 8GB GDDR6,"940,97 zł",https://images.morele.net/i256/5949666_0_i256.jpg,https://www.morele.net/karta-graficzna-power-color-radeon-rx-6600-fighter-8gb-gddr6-axrx-6600-8gbd6-3dh-5949666/,Radeon RX 6600,200 mm,200 mm,2491 MHz,AXRX 6600 8GBD6-3DH
Asus Dual GeForce RTX 3060 Gaming OC 12GB GDDR6,"1 248,50 zł",https://images.morele.net/i256/5948085_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-rtx-3060-gaming-oc-12gb-gddr6-dual-rtx3060-o12g-v2-5948085/,GeForce RTX 3060,200 mm,200 mm,1867 MHz,DUAL-RTX3060-O12G-V2
Asus Dual GeForce RTX 4060 EVO OC 8GB GDDR6,"1 493,99 zł",https://images.morele.net/i256/13180050_1_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-rtx-4060-evo-oc-8gb-gddr6-dual-rtx4060-o8g-evo-13180050/,,,,,DUAL-RTX4060-O8G-EVO
Sapphire Nitro+ Radeon RX 7800 XT 16GB GDDR6,"2 378,57 zł",https://images.morele.net/i256/13095048_0_i256.jpg,https://www.morele.net/karta-graficzna-sapphire-nitro-radeon-rx-7800-xt-16gb-gddr6-11330-01-20g-13095048/,Radeon RX 7800 XT,320 mm,320 mm,2565 MHz,11330-01-20G
Gigabyte GeForce RTX 3070 Gaming OC 8GB GDDR6,,https://images.morele.net/i256/5944660_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-3070-gaming-oc-8gb-gddr6-gv-n3070gaming-oc-8gd-5944660/,GeForce RTX 3070,286 mm,286 mm,1815 MHz,GV-N3070GAMING OC-8GD
ASRock Radeon RX 7900 XTX Creator 24GB GDDR6,4 269 zł,https://images.morele.net/i256/13797778_0_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-7900-xtx-creator-24gb-gddr6-rx7900xtx-ct-24g-13797778/,Radeon RX 7900 XTX,312 mm,312 mm,2500 MHz,RX7900XTX CT 24G
PNY RTX A2000 12GB GDDR6,"2 941,99 zł",https://images.morele.net/i256/10326722_0_i256.jpg,https://www.morele.net/karta-graficzna-pny-rtx-a2000-12gb-gddr6-vcnrtxa2000-12gb-pb-10326722/,,,,,VCNRTXA2000-12GB-PB
Zotac Gaming GeForce RTX 4060 Solo 8GB GDDR6,"1 497,57 zł",https://images.morele.net/i256/12960746_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-gaming-geforce-rtx-4060-solo-8gb-gddr6-zt-d40600g-10l-12960746/,GeForce RTX 4060,163 mm,163 mm,2460 MHz,ZT-D40600G-10L
Gigabyte GeForce RTX 4060 OC Low Profile 8GB GDDR6,"1 435,57 zł",https://images.morele.net/i256/13120232_0_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4060-oc-low-profile-8gb-gddr6-gv-n4060oc-8gl-13120232/,GeForce RTX 4060,182 mm,182 mm,2475 MHz,GV-N4060OC-8GL
Sparkle Arc A380 Elf 6GB GDDR6,"559,32 zł",https://images.morele.net/i256/13118012_0_i256.jpg,https://www.morele.net/karta-graficzna-sparkle-arc-a380-elf-6gb-gddr6-sa380e-6g-13118012/,Arc A380,153 mm,153 mm,Nie dotyczy,SA380E-6G
ASRock Radeon RX 550 Phantom Gaming 4GB GDDR5,"364,63 zł",https://images.morele.net/i256/13261590_5_i256.jpg,https://www.morele.net/karta-graficzna-asrock-radeon-rx-550-phantom-gaming-4gb-gddr5-phantom-g-r-rx550-4g-13261590/,Radeon RX 550,170 mm,170 mm,1230 MHz,PHANTOM G R RX550 4G
AFOX GeForce GTX 750 Ti 2GB GDDR5,"253,05 zł",https://images.morele.net/i256/6535581_0_i256.jpg,https://www.morele.net/karta-graficzna-afox-geforce-gtx-750-ti-2gb-gddr5-af750ti-2048d5h5-v8-6535581/,GeForce GTX 750 Ti,Brak danych,Brak danych,1085 MHz,AF750TI-2048D5H5-V8
Asus GeForce GT 710 2GB GDDR5 EVO,209 zł,https://images.morele.net/i256/13400605_3_i256.jpg,https://www.morele.net/karta-graficzna-asus-geforce-gt-710-2gb-gddr5-evo-gt710-sl-2gd5-brk-evo-13400605/,GeForce GT 710,170 mm,170 mm,Nie dotyczy,GT710-SL-2GD5-BRK-EVO
Gainward GeForce RTX 4070 Ghost 12GB GDDR6,"3 317,99 zł",https://images.morele.net/i256/14182449_0_i256.jpg,https://www.morele.net/karta-graficzna-gainward-geforce-rtx-4070-ghost-12gb-gddr6-471056224-4724-14182449/,GeForce RTX 4070,269 mm,269 mm,2475 MHz,471056224-4724
Asus Dual GeForce RTX 3050 OC V2 8GB GDDR6,979 zł,https://images.morele.net/i256/12907657_1_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-rtx-3050-oc-v2-8gb-gddr6-dual-rtx3050-o8g-v2-12907657/,GeForce RTX 3050,200 mm,200 mm,1852 MHz,DUAL-RTX3050-O8G-V2
AFOX GeForce GT 210 1GB DDR3,"148,85 zł",https://images.morele.net/i256/6513026_5_i256.jpg,https://www.morele.net/karta-graficzna-afox-geforce-gt-210-1gb-ddr3-af210-1024d3l5-6513026/,GeForce GT 210,197 mm,197 mm,Nie dotyczy,AF210-1024D3L5
Asus Dual GeForce RTX 4060 Ti EVO OC 16GB GDDR6,"2 281,63 zł",https://images.morele.net/i256/13244419_2_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-geforce-rtx-4060-ti-evo-oc-16gb-gddr6-dual-rtx4060ti-o16g-evo-13244419/,GeForce RTX 4060 Ti,227 mm,227 mm,2625 MHz,DUAL-RTX4060TI-O16G-EVO
Gigabyte GeForce RTX 4060 Ti Windforce OC 8GB GDDR6,"1 884,79 zł",https://images.morele.net/i256/13113169_6_i256.jpg,https://www.morele.net/karta-graficzna-gigabyte-geforce-rtx-4060-ti-windforce-oc-8gb-gddr6-gv-n406twf2oc-8gd-13113169/,GeForce RTX 4060 Ti,201 mm,201 mm,2550 MHz,GV-N406TWF2OC-8GD
Zotac Gaming GeForce RTX 4060 Twin Edge OC 8GB GDDR6,"1 673,60 zł",https://images.morele.net/i256/13123479_0_i256.jpg,https://www.morele.net/karta-graficzna-zotac-gaming-geforce-rtx-4060-twin-edge-oc-8gb-gddr6-zt-d40600h-10m-13123479/,,,,,ZT-D40600H-10M
Asus Dual Radeon RX 7600 XT OC 16GB GDDR6,"1 517,40 zł",https://images.morele.net/i256/13168876_0_i256.jpg,https://www.morele.net/karta-graficzna-asus-dual-radeon-rx-7600-xt-oc-16gb-gddr6-dual-rx7600xt-o16g-13168876/,Radeon RX 7600 XT,227 mm,227 mm,2801 MHz,DUAL-RX7600XT-O16G
